CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5156532,664.0,France,fem,31.0,8.0,157404.0400061843,1.0,2,1,69010.81406651979,0
7592910,460.0,FR,Male###,83.0,2.0,27744.847859243942,2.0,yes,0,42546.34207133477,0
6561112,786.0,Germany,Male,44.0,5.0,143647.57428486054,4.0,0,0,24606.788680701735,0
6382858,729.0,Spain,M,89.0,6.0,29113.445968138003,4.0,2,1,147233.6005116061,0
6017650,787.0,FR,Male,60.0,,187742.24158499876,3.0,0,false,46959.07950820714,0
8188238,528.0,Spain,nan,34.0,2.0,164428.23176771944,2.0,2,false,166319.07072711384,0
8909699,668.0,FR,fem,48.0,2.0,82762.95358751282,,2,false,126436.08927668908,0
4617556,476.0,Germany,F,85.0,2.0,91436.37361852394,4.0,nan,-1,152510.91275301314,0
1258517,708.0,France,male,60.0,2.0,181205.35497087726,4.0,1,false,59352.43370877512,1
7428540,866.0,FR,M,86.0,2.0,124916.31854360072,,nan,-1,170785.08916225252,0
1705475,888.0,ger,Male###,79.0,6.0,193282.524548836,2.0,yes,1,163241.11023152067,0
5338843,568.0,nan,fem,74.0,4.0,170770.6175225869,1.0,yes,0,161599.92095696076,1
1424226,504.0,Spain,nan,63.0,3.0,222115.92300538043,,nan,true,175842.6058126901,0
5117923,380.0,FR###,nan,33.0,5.0,242183.10788620892,1.0,1,true,83161.02028795566,0
6613201,491.0,Spain,nan,55.0,7.0,210903.18389759972,4.0,no,-1,20708.214377502365,0
7303745,487.0,France,Female,75.0,1.0,210916.5017707693,1.0,nan,-1,53239.16472964812,1
1698956,574.0,Spain,M,23.0,,80932.93576422092,1.0,yes,nan,44875.9529097155,1
4403096,372.0,Spain,F,79.0,2.0,123912.2422912876,,1,0,79645.32079020306,0
7278602,308.0,ger,Female,73.0,1.0,114064.7989544877,4.0,2,1,197510.5575235042,1
7143326,514.0,Spain,F,50.0,6.0,98988.15936795613,2.0,2,0,184295.96855453186,0
1175211,588.0,FR,Female,69.0,,211302.4032307716,3.0,yes,nan,172169.60367894266,0
8519817,743.0,Spain,male,82.0,1.0,84878.43952595323,1.0,2,-1,26901.693322752388,0
8412620,850.0,Germany,F,64.0,4.0,231972.1120736385,4.0,yes,0,81010.92120582765,0
5257950,491.0,Spain,Female,76.0,10.0,140283.45757949018,3.0,0,-1,120905.50938180233,0
9654406,587.0,Germany,nan,59.0,9.0,208828.1420473908,2.0,1,true,35593.198233700095,0
7048055,881.0,nan,F,89.0,8.0,212142.7573270325,3.0,no,0,24606.788680701735,0
2883376,442.0,Spain,M,20.0,7.0,144083.44584878784,2.0,yes,1,177117.26739177146,1
4891113,687.0,UK,F,68.0,7.0,54432.24038758085,3.0,no,true,21898.55413183707,0
8020988,705.0,nan,fem,48.0,2.0,15259.0171496286,2.0,1,1,176418.05748775124,0
9544291,668.0,UK,F,67.0,,136774.48699412914,1.0,nan,1,121113.86067208808,0
5730741,739.0,Spain,Female,26.0,0.0,225543.52994885037,3.0,1,-1,64347.584698861065,1
6605126,862.0,FR,F,28.0,1.0,118395.72491057256,2.0,0,1,109731.0231495966,0
2906039,827.0,UK,male,55.0,6.0,14599.38165004565,4.0,1,nan,196327.81948200933,0
2455465,311.0,Germany,Male,84.0,3.0,218921.47501852893,,2,false,157751.81198900932,0
1211830,638.0,nan,M,26.0,9.0,172976.0426044549,3.0,nan,1,67086.49940294321,0
6439381,610.0,nan,fem,89.0,4.0,38489.85238913244,3.0,no,0,173716.53719589164,0
6987029,402.0,Germany,nan,26.0,0.0,98988.15936795613,3.0,1,nan,25741.577972757175,0
7516616,637.0,ger,Female,39.0,10.0,35276.513150721636,3.0,1,-1,123914.6812970479,0
4329049,496.0,Spain,nan,29.0,1.0,29184.733572565845,,no,-1,165199.58334913166,0
5755976,598.0,Spain,nan,64.0,8.0,208587.5808406047,3.0,no,nan,17303.647758702336,0
9910606,742.0,FR,F,60.0,5.0,45784.68347651282,1.0,0,false,67940.99453235901,0
7897673,657.0,ger,F,80.0,6.0,55336.81354782583,1.0,1,-1,75827.27488837496,0
4746169,666.0,ger,F,56.0,4.0,50809.0549487859,4.0,2,-1,153678.75853992638,0
7002296,467.0,UK,M,22.0,8.0,157404.0400061843,,2,true,69503.18063231472,1
1075388,447.0,FR,fem,88.0,9.0,35927.22460098602,4.0,0,true,171518.65480008846,0
7810183,340.0,nan,Male,59.0,4.0,196444.5425004322,1.0,1,true,41457.107423975176,0
2775767,500.0,Germany,male,48.0,5.0,208828.1420473908,3.0,no,false,49355.667262391384,0
8983823,542.0,nan,fem###,65.0,9.0,184916.8497815135,3.0,2,nan,92079.95772436153,1
9373296,762.0,France,male,90.0,8.0,157617.30440746286,2.0,nan,-1,145998.54526223167,0
8467866,747.0,FR,nan###,35.0,4.0,32186.42231766092,,nan,-1,66245.70376541045,0
6494339,735.0,Germany,fem,68.0,3.0,223804.783926615,2.0,1,-1,20708.214377502365,1
6877809,829.0,nan,Female,68.0,,123030.50410489905,,0,1,148003.67064337782,0
7396567,863.0,nan,Male,50.0,4.0,80918.01389474176,,0,-1,42153.35832206729,0
9002619,895.0,ger,Male,75.0,10.0,48471.265810732664,3.0,nan,-1,38922.69489036749,0
5021080,571.0,FR,M,21.0,4.0,209485.2853830165,3.0,no,nan,138429.3820460428,0
8667857,728.0,France,fem,82.0,4.0,93589.58246713592,4.0,0,0,17390.877466082387,0
5428690,511.0,Spain,F,57.0,0.0,219782.58396210143,1.0,0,0,64603.86746032244,0
6439433,402.0,FR,Male,50.0,4.0,215110.78375842338,1.0,0,-1,91094.52155015722,0
9889782,490.0,France,fem,70.0,4.0,120371.35345192635,3.0,2,1,61438.37009411564,0
3881777,678.0,France,F,36.0,0.0,28136.65157010492,1.0,no,1,16773.372715166617,0
3748996,379.0,FR,M,70.0,3.0,22434.400266492154,,no,false,126436.08927668908,0
1195246,847.0,Germany,nan,82.0,7.0,154621.79339914268,1.0,no,false,97812.0135749228,0
4696176,675.0,FR,nan###,34.0,3.0,130022.46138027532,4.0,0,nan,43845.953585993266,0
9899691,452.0,nan,fem###,60.0,6.0,34327.059852879785,1.0,0,-1,130747.86607934997,0
2012384,869.0,UK,fem,64.0,5.0,163176.2152279361,1.0,nan,true,172169.60367894266,0
9143478,538.0,ger,Female,51.0,4.0,95996.40984473964,4.0,2,1,38545.38920907054,0
1866964,672.0,nan,fem,55.0,8.0,197956.94563855068,4.0,0,true,140875.42377691658,0
9437712,502.0,France,Female,19.0,7.0,83734.30028552042,3.0,2,false,166467.36514520354,0
1863663,648.0,France,F,35.0,4.0,146612.09698023263,4.0,no,1,37549.42164597474,0
6783182,441.0,Spain,nan,34.0,9.0,235936.83412874132,3.0,2,true,53538.53777855221,1
7980571,487.0,France,F,21.0,6.0,24237.030777110645,,1,-1,44229.08521114003,0
6334538,570.0,UK,nan,71.0,10.0,78829.77377968303,2.0,yes,true,39940.086560904834,0
7349449,830.0,Spain###,nan,29.0,8.0,145551.96710673912,1.0,0,false,147233.6005116061,0
2206861,598.0,France,Male,50.0,6.0,157404.0400061843,4.0,no,1,153678.75853992638,0
4119612,724.0,France,M,34.0,2.0,230559.1197632156,1.0,yes,1,105251.31826676424,1
3891005,344.0,FR,Female,84.0,9.0,197125.12392410496,,nan,1,166398.26731258936,0
5936600,393.0,FR,nan,88.0,10.0,188978.21435114706,2.0,yes,-1,160585.6251988322,0
5736319,362.0,ger,Male,59.0,4.0,238416.90482253858,4.0,no,1,38545.38920907054,0
1257681,711.0,nan,male,81.0,,47690.56024114013,3.0,nan,true,159134.12916795706,1
9482626,307.0,Germany,Male,57.0,8.0,57980.832106328126,3.0,yes,0,94821.10950556591,0
6629481,757.0,ger,F,54.0,8.0,22458.719656088753,4.0,2,nan,59761.41491064298,1
3054780,707.0,France,male,54.0,7.0,4755.708288858685,4.0,no,nan,86228.62211285414,0
8991208,768.0,ger,Male,29.0,5.0,50294.725542094384,,no,0,81010.92120582765,0
5423408,804.0,FR,fem,38.0,6.0,137978.9704256518,2.0,nan,nan,170056.65313995056,0
1842186,371.0,nan,M,45.0,6.0,147652.33640819922,4.0,2,-1,105251.31826676424,0
6352727,382.0,France,Female,25.0,10.0,212671.46808119002,3.0,1,true,184959.2047780167,0
8116355,357.0,France,fem,84.0,0.0,5000.8039785142955,2.0,1,nan,197318.810493664,0
8226585,319.0,ger,male,33.0,7.0,70174.07578924714,4.0,yes,-1,59968.836621197435,1
6538917,756.0,nan,nan,53.0,5.0,64333.4300348011,2.0,no,0,55444.64372570179,0
2124905,455.0,UK,M###,80.0,6.0,90657.29375925357,,2,nan,103103.74019212925,0
4105958,627.0,Spain,nan,83.0,9.0,87413.85636322168,4.0,nan,1,67022.61202453484,0
6559277,871.0,UK,Male,20.0,9.0,209713.45575594698,4.0,no,0,163717.83336304667,0
4258084,874.0,Germany,fem,56.0,10.0,83498.26437954353,2.0,nan,0,56910.29969413558,0
9593059,501.0,nan,F,32.0,1.0,37320.46431163771,4.0,nan,0,108372.17805541084,0
2980290,404.0,ger###,F,27.0,6.0,35927.22460098602,2.0,2,-1,11668.063470012368,0
1403322,420.0,UK,M,42.0,7.0,135564.65186903838,2.0,1,false,182316.48051005576,0
5310796,616.0,ger,F,88.0,,138587.62181559452,4.0,1,-1,136666.1049455042,0
6181057,480.0,Germany,Female,81.0,4.0,55157.57015739426,3.0,yes,false,56910.29969413558,0
8017403,614.0,France,nan,18.0,0.0,50451.72872578052,,nan,-1,40339.997359191926,0
5077716,704.0,France,M,61.0,5.0,54003.033366932075,2.0,nan,nan,114622.50315887747,0
7941447,368.0,Spain,M,59.0,2.0,248393.32735004518,3.0,2,nan,173699.21274576493,1
6037285,458.0,ger,F,19.0,4.0,174363.82815543097,2.0,nan,nan,61364.22059510788,0
2908802,538.0,Germany,M,50.0,8.0,103484.87848811486,3.0,1,0,10821.62433293232,0
8334901,821.0,ger,Male,81.0,6.0,12346.554353724254,4.0,0,1,37983.08675172867,0
2548075,436.0,FR,male,80.0,7.0,160335.68042818535,,1,true,137789.98877844104,0
1493948,793.0,ger,fem###,23.0,5.0,90657.29375925357,3.0,no,false,24734.482106019885,1
5168962,545.0,ger,male,51.0,8.0,235440.3608100405,1.0,nan,-1,126111.08863590457,1
7520645,841.0,FR,nan,38.0,2.0,111321.8253723948,2.0,nan,nan,10210.524983788375,0
7689921,822.0,FR,fem,64.0,0.0,69664.51003241414,3.0,nan,1,71235.55513383436,0
9383190,541.0,UK,F,48.0,9.0,222097.93328099744,,2,true,162575.03035760098,0
8228161,634.0,Germany,Female,42.0,,15672.491052955622,,nan,1,11394.079148546925,0
1780641,720.0,UK###,Female,22.0,,230526.08075992766,,0,nan,90562.18564811518,0
5466134,492.0,France###,F,62.0,,52260.127093671894,3.0,nan,false,131486.03475599724,0
2554205,606.0,Spain,nan,71.0,10.0,99335.23913369219,3.0,1,false,170604.336851996,0
7606963,804.0,UK,F,71.0,3.0,23266.5495789931,4.0,1,true,82977.68325961973,0
7651143,579.0,FR,M,73.0,7.0,79423.51784355345,1.0,2,true,129151.25849967843,0
3551331,737.0,France,Female,79.0,5.0,120643.39268854637,3.0,0,nan,92056.46878398415,0
4127748,781.0,Germany,male,,6.0,69134.85582331411,4.0,2,nan,97875.88650879284,0
5001070,521.0,nan,F,37.0,8.0,70174.07578924714,2.0,1,false,97560.45385616955,1
8365624,415.0,ger,nan,36.0,1.0,168707.85235170418,1.0,yes,false,129056.91210748377,1
3883791,490.0,Germany,nan,89.0,6.0,200114.0195391162,,2,0,147090.86371629586,0
4496605,814.0,Germany,male,45.0,,156002.7989130942,1.0,nan,true,186378.40149004856,0
5948600,828.0,FR,fem,59.0,3.0,214585.06087960562,2.0,1,true,137757.62501541828,1
7416438,605.0,Spain###,male,61.0,6.0,23532.982546412313,3.0,2,false,14280.413852882426,0
6311499,830.0,UK,nan,81.0,7.0,185981.3688148241,3.0,1,-1,79207.95822919469,0
1308623,420.0,FR,Female,19.0,,172976.0426044549,4.0,2,0,50618.73344292312,0
4647371,890.0,ger###,fem,36.0,1.0,225075.63429603283,3.0,1,-1,130488.86566077684,0
4296903,452.0,FR###,male,53.0,6.0,122006.95120775432,3.0,0,false,126902.9561340734,0
6998223,835.0,ger,M,54.0,7.0,96981.41884337757,1.0,no,0,38545.38920907054,0
2147116,750.0,FR,M,90.0,,239899.74861075572,2.0,no,0,150159.71147851925,0
4772763,467.0,nan,Female,61.0,0.0,196458.01800848692,,2,false,15422.145815372513,0
7478450,357.0,Spain###,M,58.0,10.0,180707.1718419057,,nan,nan,16803.38658342184,0
1310375,599.0,nan,F,62.0,9.0,53537.96065078148,4.0,1,1,69010.81406651979,0
3126453,851.0,France,fem,76.0,4.0,87526.34550377206,2.0,no,1,59464.13908963987,1
2271300,848.0,Spain,Female,29.0,8.0,163135.5080281725,1.0,no,true,150159.71147851925,0
6238631,415.0,UK,fem,47.0,1.0,244077.34119890342,,2,false,15422.145815372513,0
4842411,425.0,FR,nan,84.0,5.0,130022.46138027532,4.0,nan,nan,70910.57116175233,0
7310208,703.0,Germany,male,78.0,1.0,43470.893588469204,3.0,2,false,39340.71414383314,0
7127764,697.0,France,F,65.0,2.0,1372.7623846723213,3.0,2,nan,127687.23379788615,0
6859046,813.0,Germany,Female,34.0,10.0,95341.8001995448,1.0,yes,-1,69503.18063231472,0
7034207,796.0,nan###,male,69.0,5.0,232696.7476410143,,0,false,70401.38296986619,1
8940879,826.0,UK,male,34.0,4.0,47690.56024114013,3.0,0,1,48254.443978305695,0
4341861,696.0,Spain,male,67.0,3.0,225543.52994885037,4.0,0,nan,30517.162676845324,0
8359201,563.0,UK,male,57.0,6.0,88013.150652275,4.0,1,false,137468.9422547961,0
3615804,561.0,France,male,83.0,2.0,140438.26129719906,,1,-1,138770.9783289344,0
5312717,696.0,nan,Female,81.0,9.0,173951.9071562164,1.0,0,true,135864.47679536842,1
2982243,825.0,FR,M,22.0,6.0,130811.3516195607,4.0,2,nan,88802.04276038826,0
4413654,734.0,Germany,male,90.0,,121183.73965125528,2.0,yes,0,20094.980524845876,0
6986417,658.0,FR,nan,53.0,8.0,173256.93620755637,4.0,0,nan,126902.9561340734,0
8863020,427.0,ger,nan,28.0,1.0,215995.4633260639,1.0,nan,true,171223.59188453393,0
4270209,539.0,UK,F###,18.0,4.0,135031.73155005617,4.0,2,-1,118379.28679842113,0
9604008,520.0,France,Female,69.0,0.0,11822.295563592294,3.0,no,false,35478.16751201784,0
8323988,512.0,Germany,Male,41.0,6.0,221264.47841422912,1.0,yes,1,75475.01644615209,0
4324664,890.0,Spain,M###,44.0,1.0,138362.1086526896,3.0,1,nan,151851.30902702248,0
9210880,433.0,Spain,F,61.0,10.0,225543.52994885037,3.0,no,false,25655.405090404547,1
4594058,684.0,Spain,nan,53.0,4.0,209072.3460275437,,no,nan,11394.079148546925,0
5584258,601.0,nan,male,33.0,0.0,14599.38165004565,1.0,nan,0,55444.64372570179,0
9117654,585.0,Spain,Female,85.0,10.0,170770.6175225869,3.0,nan,1,50922.351616856344,0
5212377,860.0,Germany,Female,72.0,0.0,218194.38880134502,,nan,true,10556.364097392605,0
1233782,487.0,UK,male,74.0,3.0,63260.63703512649,,no,nan,81062.36053592844,0
7906117,595.0,UK,nan,20.0,6.0,139485.4954158964,3.0,2,-1,153678.75853992638,0
7112674,824.0,UK,F,71.0,6.0,70705.32668781451,3.0,0,true,142303.51166496964,0
5809109,687.0,nan,Female,65.0,7.0,243371.22795520336,2.0,no,0,194625.6592456111,0
4735466,757.0,ger,fem,54.0,,33962.36393456803,1.0,0,nan,126742.49871527708,0
2583246,559.0,Spain,nan,61.0,8.0,29491.483309758896,,no,0,70910.57116175233,0
1726331,411.0,UK###,nan,46.0,3.0,227697.72336868383,1.0,2,false,61734.93714998508,1
2794291,334.0,Spain,M,53.0,1.0,32206.198593229125,,0,false,139625.34229317878,0
7353385,377.0,nan,F,72.0,9.0,191527.9585376706,4.0,1,nan,17890.053616730904,1
5952075,573.0,Spain,nan,43.0,,58647.26744840707,4.0,yes,false,126880.48660861868,0
4898606,576.0,ger,male,48.0,,179983.27092068063,,no,0,157751.81198900932,0
3878117,610.0,nan,nan,27.0,9.0,182306.73251940313,2.0,no,1,22123.545168913857,0
5481617,827.0,nan,F,74.0,2.0,54432.24038758085,4.0,2,nan,192009.94494665082,0
8374626,502.0,France,fem,51.0,8.0,140479.3136476418,1.0,yes,true,104322.83702229122,0
6287913,315.0,nan,nan,33.0,10.0,105066.32176393802,3.0,nan,true,39940.086560904834,0
4733149,774.0,Spain,F,46.0,7.0,212756.1110244228,1.0,0,-1,71472.8756108378,0
6316741,809.0,nan,nan,34.0,5.0,17306.667058006013,1.0,no,-1,70530.24380929966,0
3804802,508.0,Spain,Male,46.0,10.0,179400.9640312353,1.0,1,1,41303.60206882843,1
5157263,797.0,Spain,male,32.0,2.0,112103.61848822217,,nan,false,104322.83702229122,0
5488198,700.0,UK,M,70.0,9.0,87723.77582998753,,nan,false,16201.942486146772,0
3733460,727.0,nan,male,20.0,7.0,121183.73965125528,1.0,1,1,78112.33309627815,1
8084609,376.0,France,Male,31.0,1.0,168875.91058448702,3.0,2,true,188706.9623743746,0
7216538,866.0,Spain,male,43.0,10.0,235440.3608100405,2.0,nan,false,83767.351431679,0
5115362,378.0,UK,male,20.0,3.0,224344.7202440756,2.0,no,true,104328.79052811996,0
2252557,604.0,France,M,51.0,3.0,97931.76835586823,4.0,2,0,164095.25405427816,0
2490687,356.0,France,Male,79.0,8.0,79995.47883131941,4.0,yes,nan,126436.08927668908,0
5057025,828.0,nan,male,82.0,7.0,56500.921957703344,3.0,1,-1,187631.53619318304,0
6272864,506.0,FR,fem,55.0,6.0,245483.3326921526,1.0,1,false,72025.97576602496,0
4788963,809.0,UK,nan,44.0,3.0,74332.66635066833,,2,-1,191901.5464765939,1
4874910,433.0,FR,male,50.0,6.0,171962.84985240345,4.0,yes,1,157751.81198900932,0
4368045,820.0,Spain,Female,49.0,0.0,160335.68042818535,1.0,nan,nan,165199.58334913166,0
6185773,879.0,Germany,male,66.0,10.0,230247.06235236008,2.0,0,0,148697.88271228364,0
5832691,381.0,FR,M,76.0,7.0,198340.32063967222,3.0,yes,false,154338.3815556613,0
1968616,342.0,UK,Female,88.0,7.0,243371.22795520336,,2,false,49650.96119818576,0
5217733,781.0,nan,fem,88.0,8.0,221322.43508771915,,nan,true,93113.61802265377,0
8914520,791.0,UK,nan,58.0,8.0,30239.360866467112,4.0,nan,-1,74562.5016766848,0
2490036,797.0,nan,fem,44.0,0.0,143028.2396731303,1.0,nan,0,44875.9529097155,0
3869729,316.0,FR,fem,43.0,9.0,163135.5080281725,,2,nan,189865.64534136257,1
8585159,592.0,Germany,Male###,,6.0,43470.893588469204,2.0,yes,true,70530.24380929966,0
8179156,446.0,ger,fem,24.0,0.0,114595.87817867636,2.0,2,nan,61431.69122902164,0
9944718,770.0,Spain,F,62.0,5.0,105379.53093085247,3.0,1,0,104901.20019236662,1
8904428,470.0,UK,M,40.0,4.0,125232.7856926182,3.0,2,0,68357.32954107183,0
5202271,861.0,ger,Male,56.0,10.0,206220.9121078538,2.0,0,1,93113.61802265377,0
5042879,829.0,ger,Female,67.0,1.0,63542.11116799516,2.0,1,1,101234.29696861617,1
3322523,418.0,France,F,40.0,2.0,117527.10907653885,1.0,no,true,157418.60147395695,0
5746771,364.0,France,Male,38.0,7.0,227054.54304271942,,1,true,109694.53499072863,1
9640145,439.0,Spain,M,90.0,1.0,95996.40984473964,1.0,1,nan,90379.86537418548,0
2756124,744.0,Germany,Female,84.0,10.0,90917.03657574543,3.0,1,true,24606.788680701735,0
1841531,804.0,France,M,24.0,3.0,189645.24765231827,3.0,nan,0,24734.482106019885,0
1864645,487.0,UK,M,74.0,2.0,139575.8791824774,3.0,yes,false,126111.08863590457,0
2428127,456.0,UK###,Female,31.0,,191997.7440764051,,no,1,137757.62501541828,0
6130076,544.0,FR,fem,24.0,6.0,206803.7742922014,4.0,0,nan,133965.90074595105,1
9859690,331.0,UK,male###,58.0,7.0,89191.95341133176,3.0,1,nan,92373.03520339767,0
5254849,659.0,Spain,M,55.0,3.0,4755.708288858685,3.0,yes,nan,114822.0996001715,0
8574587,628.0,nan,fem,51.0,5.0,198340.32063967222,1.0,2,false,162575.03035760098,1
7515350,810.0,ger,nan,57.0,2.0,71824.29210586664,1.0,no,-1,164095.25405427816,0
9336900,369.0,UK,Female,64.0,6.0,79423.51784355345,4.0,nan,1,72544.0342478425,1
2615777,611.0,Spain,M,87.0,7.0,41905.936606076444,4.0,0,nan,10210.524983788375,1
4512664,377.0,nan,male,60.0,6.0,245552.7043430755,4.0,no,-1,148602.8471771352,1
1973181,467.0,nan###,nan,51.0,3.0,57980.832106328126,4.0,0,-1,170785.08916225252,0
2491633,478.0,France,Female,43.0,9.0,126903.37220880993,1.0,0,true,146698.62402632853,0
3061774,558.0,nan,Male,81.0,,53537.96065078148,3.0,2,nan,146560.4784201375,0
3790358,784.0,Germany,Male,86.0,8.0,203126.33557134322,1.0,0,0,161599.92095696076,1
4860562,303.0,nan,fem,82.0,9.0,242022.17006243157,2.0,2,false,92565.47719899754,0
7976610,595.0,nan,Male,87.0,7.0,136370.62753523423,2.0,1,nan,35593.198233700095,1
2765524,658.0,ger,F,88.0,5.0,178675.21763249338,3.0,no,-1,59968.836621197435,1
2250632,415.0,Germany,M,79.0,1.0,140438.26129719906,4.0,0,nan,59464.13908963987,0
7210715,655.0,Spain,M,45.0,9.0,152967.18799987607,3.0,2,true,147749.31581038915,1
9526086,737.0,Germany,Female###,47.0,6.0,229516.76462856968,2.0,1,0,144796.0946120996,0
4243087,629.0,Germany,F###,80.0,8.0,21792.066918241842,3.0,no,1,127164.15041703054,0
1909711,823.0,Spain,M,69.0,8.0,212671.46808119002,4.0,1,-1,144796.0946120996,0
4711584,486.0,ger,Female,90.0,8.0,219901.74486055857,1.0,yes,nan,138425.3829937998,1
7913283,579.0,UK,male###,84.0,8.0,137978.9704256518,4.0,no,true,195246.62786097106,0
2619715,809.0,nan,M,41.0,5.0,152192.65472354696,1.0,2,nan,152088.5303979856,0
3590310,764.0,Germany,fem,29.0,0.0,183539.675464871,2.0,0,nan,61431.69122902164,1
7314768,413.0,Germany,M,56.0,5.0,116867.56029389895,,2,nan,150408.4307354376,0
9324454,534.0,UK,male,88.0,4.0,177565.4847786484,3.0,nan,nan,126436.08927668908,0
9815995,636.0,Spain,male,23.0,6.0,205111.24000501234,,2,true,81132.78622134104,0
7726451,820.0,FR,M,48.0,7.0,143647.57428486054,4.0,2,true,105251.31826676424,0
9064220,497.0,UK,male,40.0,0.0,17193.04308097433,1.0,no,1,70530.24380929966,0
2544613,348.0,Germany,Female,,9.0,90188.10425490011,4.0,no,0,159134.12916795706,1
2297638,440.0,France,M,63.0,3.0,160982.8151494355,4.0,yes,false,16773.372715166617,1
8134897,826.0,nan###,M,67.0,3.0,47514.451117794815,2.0,nan,false,155050.4193979172,1
8748670,812.0,nan,Male,52.0,0.0,176112.1310238805,4.0,1,-1,81062.36053592844,0
3430525,328.0,UK,fem,43.0,10.0,50781.35344862159,3.0,nan,0,159816.411744134,0
8439103,380.0,ger,M,86.0,3.0,219146.9772510778,2.0,2,-1,97875.88650879284,0
3456070,329.0,UK,nan,58.0,6.0,19586.568106788993,,yes,false,124408.65257330671,0
9878234,631.0,Germany,Male,84.0,5.0,123778.1179793894,4.0,yes,1,158612.50192632328,0
1288859,475.0,Spain,male,86.0,3.0,89057.83140618415,,no,nan,30517.162676845324,0
6008341,668.0,France,fem,29.0,1.0,202016.32074650726,3.0,1,0,14280.413852882426,1
5749766,845.0,UK,fem,41.0,,184916.8497815135,3.0,yes,0,132140.05431143282,0
2546236,833.0,Spain,male,38.0,6.0,95996.40984473964,3.0,0,-1,24734.482106019885,0
9982913,404.0,UK,Female,37.0,7.0,23300.88103773109,,yes,-1,163694.66470745264,0
5257341,395.0,Germany,Male,31.0,8.0,106077.20052604089,,no,1,189865.64534136257,0
4759834,528.0,France,M,83.0,8.0,21363.54973224358,1.0,2,0,190927.7633347805,1
3627988,525.0,ger,Male,53.0,3.0,182306.73251940313,2.0,no,false,151851.30902702248,0
6477093,669.0,ger,male,61.0,2.0,57192.48052468764,4.0,no,false,198775.8887658472,0
9592974,398.0,UK,male,42.0,4.0,83498.26437954353,2.0,1,true,150408.4307354376,0
1502420,743.0,ger,nan,71.0,5.0,112894.11339597502,3.0,nan,false,56615.62090449054,0
6529046,766.0,FR,Female,66.0,,207669.8692531821,4.0,0,nan,97552.14086263457,0
2679161,353.0,Spain,fem,51.0,7.0,212671.46808119002,1.0,0,nan,117895.38893325787,1
1660902,493.0,Germany,fem,57.0,2.0,26997.638678043306,2.0,nan,true,93124.20294715927,0
8562116,818.0,France,male,88.0,5.0,209713.45575594698,3.0,1,true,140343.31510849978,1
2538112,722.0,UK,Male,27.0,4.0,35550.47981059545,4.0,1,-1,127535.06246648951,0
2726676,613.0,UK,fem,24.0,6.0,28848.73035655988,4.0,yes,false,38922.69489036749,0
2685996,426.0,nan,nan,70.0,8.0,16641.072445513826,3.0,nan,true,114621.80291304675,0
4246417,330.0,nan,nan,,6.0,241267.47277762071,,0,false,149331.1462380761,0
2352144,391.0,Spain,M,36.0,10.0,139575.8791824774,2.0,no,false,41303.60206882843,0
2551330,817.0,Germany,M,50.0,5.0,50809.0549487859,4.0,nan,false,100984.2714257245,0
1971248,556.0,FR,Male,73.0,8.0,199727.54583502334,,yes,1,93511.98603251393,0
5657851,518.0,Germany,Female,29.0,9.0,97345.70146296544,1.0,0,true,156787.2932670276,1
7695306,404.0,Spain,M,70.0,3.0,229347.68938122402,4.0,nan,nan,91094.52155015722,0
6378750,846.0,Germany,Male###,69.0,0.0,172832.2892771271,4.0,2,false,88802.04276038826,0
3607411,714.0,nan,Male,68.0,7.0,124088.8637653386,1.0,no,-1,164878.99311049713,0
2693439,855.0,nan,male,22.0,5.0,178064.9377779071,1.0,nan,1,191705.35732551184,0
2831094,607.0,France,fem,52.0,5.0,93378.10176661226,4.0,no,true,133924.68136886874,0
4437172,664.0,FR,male,41.0,4.0,95341.8001995448,3.0,yes,0,54241.87568939033,0
7919875,819.0,nan,fem,74.0,9.0,203126.33557134322,1.0,0,true,173490.86742504736,0
6923361,757.0,France###,Female,71.0,10.0,24142.98552946634,,1,1,11668.063470012368,0
2963571,897.0,FR,Female,19.0,2.0,118593.54807516809,1.0,2,-1,186794.99184059998,0
6542511,668.0,nan,Female###,44.0,5.0,8775.92549081474,4.0,no,1,24293.80454457858,0
9985826,629.0,FR,Male,84.0,0.0,170835.9963747274,4.0,1,false,81132.78622134104,1
4815144,309.0,Germany,Male,54.0,6.0,112894.11339597502,2.0,1,nan,42170.18694055449,0
4436252,805.0,France,male###,50.0,5.0,147351.23370313787,,1,nan,16174.984010934866,0
1817052,717.0,FR###,M###,29.0,4.0,100972.8202919046,2.0,1,1,120905.50938180233,0
8596585,420.0,UK,nan,21.0,2.0,230559.1197632156,1.0,yes,0,133607.37253011402,0
7269324,533.0,FR,fem,76.0,7.0,183262.17109132055,2.0,nan,0,39017.75974993392,0
2428080,629.0,Germany,fem###,33.0,3.0,138362.1086526896,4.0,nan,false,166865.20333278898,0
3521279,841.0,nan,Female,73.0,8.0,89057.83140618415,3.0,no,false,184295.96855453186,0
8503888,646.0,nan,fem,47.0,8.0,206758.90028259612,1.0,1,0,140875.42377691658,0
7119848,710.0,UK,F,81.0,4.0,100054.22287453861,4.0,1,nan,70815.68958455755,0
3726016,522.0,Spain,Female,82.0,10.0,157617.30440746286,1.0,0,-1,95740.25558679797,0
